gender,ssc_p,ssc_b,hsc_p,hsc_b,degree_p,workex,etest_p,specialisation,mba_p,hsc_s_Commerce,hsc_s_Science,degree_t_Others,degree_t_Sci&Tech
1,0.43516800659657795,0,0.2306425041186161,0,0.04878048780487809,0,0.38416666666666677,0,0.43328335832083953,0,1,1,0
0,0.5794681508967223,1,0.6754530477759473,1,0.5365853658536586,0,0.4375,0,0.43215892053973004,1,0,0,0
1,0.20841063698206552,1,0.11532125205930799,1,0.17073170731707332,0,0.29166666666666674,1,0.008995502248875686,1,0,0,0
0,0.7856112141826428,1,0.6425041186161449,1,0.3804878048780487,0,0.16666666666666674,0,0.15967016491754116,0,1,0,1
0,0.6619253762110904,0,0.3459637561779242,0,0.3902439024390245,0,0.07708333333333339,0,0.21176911544227872,0,1,0,0
1,0.8268398268398267,0,0.5107084019769357,0,0.3414634146341464,0,0.8958333333333335,1,0.42541229385307355,0,1,0,1
0,0.7649969078540506,1,0.658978583196046,0,0.7317073170731707,0,0.20833333333333348,1,0.5813343328335829,1,0,0,0
0,0.6825396825396826,0,0.4309719934102141,0,0.36585365853658547,1,0.3125,0,0.6952773613193406,1,0,0,0
1,0.16718202432488138,0,0.0329489291598023,1,0.36585365853658547,0,0.2708333333333335,1,0.0,0,1,1,0
1,0.9505256648113791,0,0.8237232289950576,0,0.4390243902439026,0,0.9375,0,0.43815592203898035,1,0,0,0
0,0.7443826015254587,0,0.5930807248764414,0,0.7560975609756098,1,0.8125,1,0.6930284857571216,1,0,0,0
0,0.7237682951968665,1,0.4448105436573311,1,0.5365853658536586,0,0.16666666666666674,0,0.5742128935532236,0,1,0,1
0,0.6184291898577612,0,0.5762767710049423,0,0.3804878048780487,0,0.375,0,0.7653673163418291,0,1,0,0
1,0.45578231292517013,1,0.3789126853377265,1,0.17073170731707332,1,0.5833333333333335,1,0.1251874062968512,1,0,0,0
1,0.45578231292517013,0,0.41186161449752867,0,0.4390243902439026,0,0.29166666666666674,1,0.4216641679160418,1,0,0,0
0,0.18779633065347356,0,0.0,0,0.04878048780487809,0,0.3125,0,0.18365817091454284,0,0,1,0
0,0.707276850133993,1,0.5963756177924218,1,0.4487804878048782,0,0.3125,0,0.4411544227886055,0,1,0,0
1,0.27849927849927836,1,0.3973640856672158,1,0.15121951219512209,0,0.35416666666666674,0,0.4287856071964016,1,0,0,0
0,0.0,0,0.14546952224052712,0,0.07317073170731714,0,0.4416666666666669,0,0.5352323838080957,1,0,0,0
1,0.8062255205112348,0,0.5436573311367381,0,0.5365853658536586,0,0.7708333333333335,0,0.7432533733133435,0,1,0,1
0,0.6825396825396826,1,0.3789126853377265,0,0.46341463414634165,0,0.5833333333333335,0,0.537856071964018,0,1,0,0
1,0.4021851164708308,1,0.487644151565074,0,0.36585365853658547,0,0.4375,0,0.05622188905547221,0,1,0,0
1,0.45578231292517013,0,0.5667215815485998,0,0.2780487804878049,0,0.375,1,0.5873313343328332,1,0,0,0
1,0.5588538445681304,1,0.6425041186161449,1,0.5853658536585367,0,0.625,1,0.4640179910044977,1,0,0,0
1,0.6825396825396826,1,0.41186161449752867,0,0.4390243902439026,0,0.5,1,0.25412293853073464,0,1,0,0
1,0.24139352710781292,1,0.47084019769357477,0,0.5392682926829269,0,0.15833333333333344,1,0.2042728635682156,0,1,0,1
1,0.6825396825396826,1,0.5436573311367381,1,0.5365853658536586,1,0.20833333333333348,1,0.22601199400299832,0,1,0,0
1,0.8928056070913213,1,0.5996705107084019,1,0.41195121951219527,0,0.2416666666666667,1,0.42241379310344795,1,0,0,0
0,0.9402185116470829,0,0.44810543657331126,0,0.4243902439024392,0,0.1875,1,0.3178410794602695,0,1,0,1
1,0.414553700267986,0,0.5436573311367381,0,0.3414634146341464,0,0.38541666666666674,0,0.31071964017991016,1,0,0,0
1,0.8062255205112348,0,0.5930807248764414,0,0.6097560975609757,0,0.22916666666666674,1,0.2837331334332833,1,0,0,0
1,0.2702535559678416,0,0.1647446457990115,0,0.17073170731707332,0,0.826875,0,0.22076461769115463,0,1,0,0
1,0.8680684394970108,0,0.6095551894563427,0,0.3902439024390245,0,0.3941666666666668,0,0.2717391304347827,0,1,0,0
1,0.8251906823335395,0,0.6836902800658977,0,0.41463414634146356,0,0.38979166666666654,1,0.36656671664167906,1,0,0,0
0,0.5938981653267368,1,0.1647446457990115,1,0.5536585365853659,0,0.6041666666666667,0,0.3009745127436281,1,0,0,1
1,0.6619253762110904,1,0.5930807248764414,1,0.3902439024390245,1,0.41666666666666674,1,0.6319340329835081,0,1,0,1
1,0.8474541331684189,0,0.3953871499176276,0,0.29268292682926833,0,0.8125,1,0.5337331334332833,0,1,0,1
1,0.7031539888682745,0,0.5484349258649095,0,0.5121951219512195,0,0.9375,1,0.5895802098950522,1,0,0,0
1,0.906411049268192,0,0.4942339373970346,0,0.6829268292682928,0,0.9479166666666667,1,0.6491754122938529,0,1,0,0
1,0.4887652030509171,1,0.7714991762767709,0,0.5297560975609756,0,0.75,1,0.3200899550224885,1,0,0,0
1,0.323850752422181,1,0.457990115321252,1,0.4926829268292685,0,0.7139583333333333,1,0.5993253373313343,1,0,0,0
0,0.37332508761080185,1,0.41186161449752867,0,0.6707317073170733,0,0.5,0,0.5918290854572712,1,0,0,0
0,0.5279323850752422,0,0.5502471169686987,1,0.5348780487804881,0,0.22916666666666674,1,0.48950524737631174,0,0,0,0
1,0.4763966192537621,0,0.7084019769357495,0,0.36585365853658547,1,0.3958333333333335,1,0.2413793103448274,0,1,0,1
1,0.888682745825603,0,0.8879736408566721,0,0.35365853658536595,0,0.7508333333333335,1,0.307721139430285,0,1,0,1
0,0.5794681508967223,1,0.41186161449752867,1,0.3902439024390245,0,0.5208333333333335,0,0.628935532233883,0,1,0,1
0,0.5794681508967223,0,0.41186161449752867,0,0.46341463414634165,1,0.35416666666666674,0,0.41754122938530713,1,0,0,0
1,0.8412698412698414,0,0.42833607907743,0,0.41463414634146356,1,0.75,1,0.7117691154422787,0,1,0,0
1,0.45578231292517013,1,0.4942339373970346,1,0.5853658536585367,0,0.6666666666666667,1,0.34595202398800584,1,0,0,0
1,0.888682745825603,0,0.6919275123558484,0,0.4390243902439026,1,0.7083333333333335,1,0.5802098950524734,0,1,0,1
1,0.6000824572253143,1,0.42833607907743,0,0.4878048780487805,1,0.10416666666666674,1,0.404422788605697,0,1,0,1
0,0.8853844568130282,0,0.8703459637561779,0,0.6634146341463416,1,0.5987499999999999,1,0.9359070464767618,1,0,0,0
1,0.43516800659657795,0,0.42833607907743,0,0.3414634146341464,0,0.35416666666666674,1,0.21814092953523234,1,0,0,0
1,0.3856936714079571,1,0.2306425041186161,1,0.24390243902439024,0,0.5208333333333335,0,0.29497751124437777,0,1,1,0
0,0.5176252319109462,1,0.41186161449752867,1,0.5609756097560976,0,0.16666666666666674,0,0.4928785607196402,1,0,0,0
0,0.888682745825603,0,0.6260296540362438,0,0.46341463414634165,1,0.25,0,0.41791604197901044,0,1,0,1
0,0.909297052154195,0,0.8731466227347611,0,0.7804878048780488,0,0.875,1,0.6304347826086958,1,0,0,0
1,0.2290249433106577,1,0.329489291598023,1,0.019512195121951237,0,0.35416666666666674,0,0.4340329835082457,1,0,0,0
0,0.39868068439496995,1,0.5271828665568368,1,0.3902439024390245,0,0.4583333333333335,1,0.3095952023988007,0,1,0,0
1,0.2290249433106577,1,0.41186161449752867,1,0.09756097560975618,0,0.4583333333333335,0,0.15742128935532218,1,0,0,0
1,0.3527107812822099,1,0.41186161449752867,1,0.3414634146341464,0,0.08083333333333353,1,0.1409295352323836,1,0,0,0
1,0.6619253762110904,1,0.6754530477759473,0,0.36585365853658547,1,0.9470833333333333,1,0.41041979010494734,1,0,0,0
0,0.7237682951968665,1,0.5436573311367381,1,0.6341463414634148,1,0.3333333333333335,1,0.49587706146926536,0,1,0,0
0,0.6103896103896103,1,0.42009884678747933,0,0.2682926829268293,0,0.9147916666666667,1,0.6679160419790104,1,0,0,0
0,0.5794681508967223,1,0.5930807248764414,1,0.36585365853658547,0,0.41666666666666674,1,0.2286356821589206,1,0,0,0
1,0.2702535559678416,1,0.7413509060955519,0,0.3170731707317074,0,0.0,1,0.3095952023988007,1,0,0,1
0,0.08472479901051333,0,0.329489291598023,0,0.19512195121951237,1,0.13312500000000016,0,0.5149925037481258,1,0,0,0
1,0.45578231292517013,1,0.5766062602965403,1,0.4390243902439026,0,0.5833333333333335,0,0.34595202398800584,1,0,0,0
0,0.7443826015254587,0,0.3953871499176276,0,0.4390243902439026,1,0.15625,1,0.3785607196401801,1,0,0,0
1,0.6619253762110904,1,0.6754530477759473,1,0.5609756097560976,1,0.7291666666666667,0,0.5479760119940029,0,1,0,1
1,0.5794681508967223,1,0.42833607907743,0,0.36585365853658547,1,0.10416666666666674,0,0.2631184407796101,0,1,0,0
1,0.37332508761080185,1,0.4448105436573311,0,0.19512195121951237,0,0.7291666666666667,0,0.15329835082458754,0,1,0,1
1,0.4162028447742734,0,0.214168039538715,0,0.09756097560975618,0,0.4375,1,0.5427286356821588,0,1,0,1
1,0.8474541331684189,0,0.8731466227347611,0,0.8048780487804879,0,0.625,0,0.8362068965517238,1,0,0,0
1,0.414553700267986,1,0.7413509060955519,1,0.46341463414634165,0,0.7083333333333335,1,0.26611694152923526,1,0,0,0
1,0.2290249433106577,1,0.42833607907743,0,0.36585365853658547,1,0.75,0,0.18290854572713666,0,1,0,1
0,0.5897753040610183,1,0.5436573311367381,1,0.5365853658536586,0,0.15000000000000013,0,0.13455772113943,0,1,0,1
1,0.20841063698206552,0,0.2800658978583196,0,0.2682926829268293,0,0.20833333333333348,0,0.35344827586206895,0,1,0,1
1,0.3527107812822099,0,0.3953871499176276,0,0.2682926829268293,0,0.16666666666666674,0,0.10232383808095946,1,0,0,0
0,0.6817151102865386,0,0.6919275123558484,0,0.41463414634146356,0,0.4614583333333335,1,0.4449025487256373,1,0,0,0
1,0.49701092558235405,1,0.5107084019769357,0,0.46341463414634165,0,0.07708333333333339,0,0.1424287856071964,0,1,0,0
0,0.6619253762110904,0,0.42833607907743,0,0.3902439024390245,0,0.8125,1,0.3482008995502248,0,1,0,0
1,0.5629767058338486,1,0.5897858319604612,1,0.4048780487804877,1,0.9583333333333335,1,0.7361319340329833,1,0,0,0
1,0.7443826015254587,0,0.6260296540362438,0,0.5609756097560976,0,0.625,1,0.5937031484257869,0,1,0,1
1,0.7237682951968665,1,0.7084019769357495,1,0.6829268292682928,1,0.9791666666666665,0,0.722263868065967,0,1,0,1
1,0.4104308390022675,1,0.5172981878088962,1,0.35609756097560963,1,0.6804166666666667,1,0.492128935532234,1,0,0,0
1,0.3527107812822099,0,0.04942339373970339,0,0.2195121951219512,0,0.47916666666666674,0,0.2848575712143928,0,1,0,0
0,0.4763966192537621,1,0.4942339373970346,0,0.47804878048780486,1,0.11812500000000004,0,0.760119940029985,0,1,0,1
0,0.5279323850752422,1,0.4909390444810542,1,0.47073170731707314,1,0.6333333333333335,1,0.7417541229385307,0,0,0,0
1,0.6825396825396826,0,0.3624382207578253,0,0.5609756097560976,1,0.20833333333333348,0,0.2057721139430284,1,0,0,0
1,0.5382395382395382,1,0.5601317957166392,1,0.3495121951219513,1,0.29166666666666674,0,0.376686656671664,0,1,1,0
0,0.888682745825603,1,0.5930807248764414,1,0.5609756097560976,0,0.5208333333333335,1,0.8290854572713644,1,0,0,0
0,0.7856112141826428,0,0.3953871499176276,0,0.6219512195121952,1,0.41666666666666674,1,0.6368065967016494,0,1,0,1
0,0.6413110698824984,0,0.3789126853377265,0,0.46341463414634165,0,0.11458333333333348,0,0.26949025487256373,0,1,0,0
1,0.8144712430426717,1,0.5996705107084019,1,0.6760975609756099,1,0.6500000000000001,0,0.938905547226387,0,1,0,1
1,0.7381983096268812,1,0.8682042833607908,0,0.3902439024390245,1,0.8333333333333335,1,0.6499250374812591,1,0,0,0
1,0.43516800659657795,1,0.4612850082372322,0,0.24390243902439024,0,0.7083333333333335,1,0.4850074962518742,1,0,0,0
0,0.7010925582354155,0,0.329489291598023,0,0.29268292682926833,1,0.625,1,0.3586956521739131,0,1,1,0
1,0.5382395382395382,0,0.5107084019769357,0,0.3414634146341464,1,0.5083333333333335,0,0.08545727136431802,1,0,0,0
1,0.6619253762110904,1,0.4448105436573311,0,0.6585365853658538,1,0.3125,0,0.36619190404797575,1,0,0,0
0,0.7534528963100391,1,0.9060955518945633,0,0.5365853658536586,1,0.9166666666666667,1,0.596701649175412,1,0,0,0
0,0.6413110698824984,1,0.3130148270181219,0,0.46341463414634165,0,0.1166666666666667,0,0.5404797601199398,0,1,0,0
0,0.12595341166769736,1,0.3624382207578253,1,0.3414634146341464,0,0.5833333333333335,1,0.38868065967016463,0,0,0,0
1,0.5382395382395382,0,0.42833607907743,1,0.5365853658536586,0,0.125,0,0.34482758620689635,1,0,0,0
0,0.8474541331684189,0,0.4448105436573311,0,0.5609756097560976,1,0.9583333333333335,1,0.7706146926536728,0,1,0,1
1,0.7443826015254587,1,0.5436573311367381,1,0.2195121951219512,1,0.16666666666666674,1,0.1206896551724137,1,0,0,0
1,0.49701092558235405,1,0.457990115321252,0,0.47560975609756095,1,0.125,1,0.21476761619190388,1,0,0,0
1,0.5176252319109462,1,0.4448105436573311,1,0.24390243902439024,0,0.20833333333333348,0,0.4006746626686657,0,1,0,0
1,0.909297052154195,1,0.3789126853377265,0,0.5714634146341466,1,0.20833333333333348,1,0.3778110944527735,0,1,0,1
1,0.7581941867656152,0,0.459472817133443,0,0.5041463414634149,0,0.8125,1,0.3440779610194902,1,0,0,0
1,0.2290249433106577,0,0.214168039538715,0,0.2682926829268293,0,0.20833333333333348,1,0.2739880059970017,0,0,0,0
1,1.0,0,0.4721581548599669,0,0.5182926829268293,0,0.4583333333333335,0,0.4505247376311843,0,1,0,1
1,0.43516800659657795,1,0.42833607907743,0,0.3902439024390245,0,0.7291666666666667,0,0.14730134932533723,0,1,0,0
1,0.6000824572253143,1,0.6095551894563427,1,0.36585365853658547,0,0.6875,1,0.4149175412293853,1,0,0,0
0,0.7443826015254587,1,0.8072487644151565,1,0.14634146341463428,0,0.14583333333333348,1,0.48238380809595194,0,0,1,0
1,0.06411049268192126,1,0.3459637561779242,1,0.12195121951219523,1,0.296875,0,0.27473763118440786,0,0,0,0
1,0.6206967635539065,1,0.35683690280065883,1,0.19512195121951237,1,0.125,1,0.3781859070464768,0,1,0,1
1,0.49701092558235405,1,0.4612850082372322,1,0.6097560975609757,0,0.6875,1,0.28710644677661135,1,0,0,0
0,0.7113997113997115,0,0.38714991762767703,1,0.8292682926829269,0,1.0,1,0.5262368815592202,0,1,0,1
1,0.16718202432488138,0,0.3624382207578253,0,0.36585365853658547,1,0.75,1,0.42241379310344795,0,1,0,1
1,0.24963924963924966,1,0.42833607907743,0,0.24390243902439024,1,0.41666666666666674,1,0.07458770614692667,0,1,0,0
1,0.22016079158936308,0,0.6204283360790772,0,0.24146341463414633,1,0.12812500000000004,0,0.5539730134932532,1,0,0,0
1,0.8928056070913213,1,0.5337726523887973,1,0.36585365853658547,1,0.625,0,0.056596701649175296,0,1,0,1
1,0.5279323850752422,1,0.42009884678747933,1,0.2658536585365854,0,0.9041666666666668,1,0.14317841079460258,1,0,0,0
1,0.5382395382395382,0,0.42833607907743,0,0.3414634146341464,0,0.20833333333333348,1,0.3995502248875562,0,1,0,1
1,0.2290249433106577,1,0.1976935749588138,0,0.19512195121951237,0,0.25,0,0.3515742128935533,1,0,0,0
1,0.9505256648113791,1,0.6095551894563427,1,0.36585365853658547,1,0.5208333333333335,0,0.790104947526237,0,1,0,1
1,0.303236446093589,0,0.2306425041186161,0,0.18292682926829285,0,0.15895833333333353,0,0.43140929535232386,1,0,0,0
1,0.686662543805401,1,0.8336079077429981,0,0.6646341463414636,1,0.5250000000000001,1,0.5565967016491755,1,0,0,0
1,0.45578231292517013,0,0.4942339373970346,0,0.3414634146341464,0,0.5208333333333335,1,0.5715892053973008,0,1,0,1
0,0.541537827252113,1,0.5848434925864909,1,0.32560975609756104,0,0.06333333333333346,1,0.5363568215892052,1,0,0,0
0,0.46196660482374763,1,0.6808896210873145,0,0.5853658536585367,0,0.625,1,0.8751874062968517,1,0,0,0
1,0.43516800659657795,0,0.41186161449752867,0,0.24390243902439024,1,0.2708333333333335,0,0.0438530734632685,1,0,0,0
1,0.5567924139352711,0,0.41186161449752867,0,0.41463414634146356,1,0.16875000000000018,1,0.9182908545727133,0,1,0,1
0,0.14656771799628943,1,0.2306425041186161,1,0.19512195121951237,1,0.20833333333333348,0,0.28410794602698664,1,0,0,0
1,0.39311482168625034,0,0.0850082372322899,0,0.27463414634146344,0,0.09333333333333327,0,0.5348575712143928,0,1,0,1
0,0.46402803545660687,0,0.49752883031301476,0,0.24390243902439024,0,0.16791666666666671,0,0.6772863568215892,1,0,0,0
1,0.8062255205112348,0,0.7084019769357495,0,0.5365853658536586,1,0.2872916666666667,1,0.5558470764617693,1,0,0,0
1,0.6619253762110904,0,0.3459637561779242,0,0.14634146341463428,0,0.7083333333333335,0,0.05359820089955014,1,0,0,0
0,0.2290249433106577,0,0.2471169686985173,0,0.12195121951219523,0,0.35416666666666674,0,0.30397301349325323,0,1,0,1
1,0.6668728097299526,0,0.22784184514003292,0,0.34804878048780497,1,0.29166666666666674,1,0.5629685157421291,0,1,0,1
1,0.45578231292517013,0,0.41186161449752867,0,0.36585365853658547,0,0.78125,0,0.3553223388305846,0,1,0,1
0,0.37332508761080185,1,0.3789126853377265,0,0.14634146341463428,0,0.10416666666666674,0,0.2507496251874062,1,0,0,0
0,0.6619253762110904,1,0.9884678747940692,0,0.7073170731707319,1,0.8125,1,0.7346326836581709,1,0,0,0
1,0.5588538445681304,0,0.3130148270181219,0,0.4390243902439026,0,0.47916666666666674,0,0.6319340329835081,0,1,0,1
0,0.7608740465883321,1,0.4448105436573311,1,0.34634146341463423,0,0.53125,0,0.7844827586206895,0,1,0,1
1,0.49701092558235405,1,0.5683690280065896,0,0.31219512195121957,1,0.14583333333333348,1,0.20202398800599708,1,0,0,0
1,0.43516800659657795,1,0.38434925864909386,0,0.3465853658536584,0,0.2708333333333335,0,0.3302098950524739,0,1,0,1
1,0.2290249433106577,0,0.4612850082372322,0,0.17073170731707332,1,0.5208333333333335,1,0.32233883058470747,0,0,1,0
1,0.49701092558235405,1,0.658978583196046,1,0.46341463414634165,0,0.20833333333333348,0,0.39767616191904054,1,0,0,0
0,0.31725417439703163,0,0.4255354200988466,0,0.23878048780487804,0,0.20833333333333348,0,0.22788605697151398,1,0,0,0
0,0.9711399711399711,1,0.5766062602965403,1,0.6829268292682928,0,0.6666666666666667,0,0.7578710644677664,0,1,1,0
0,0.2290249433106577,1,0.4448105436573311,1,0.2682926829268293,0,0.10416666666666674,1,0.43928035982008984,1,0,0,0
1,0.7753040610183466,1,0.46952224052718283,1,0.41463414634146356,1,0.9375,1,0.5116191904047973,0,1,0,1
1,0.43104514533085947,0,0.1647446457990115,0,0.10682926829268302,0,0.14583333333333348,1,0.18440779610194902,1,0,0,0
0,0.2702535559678416,1,0.6688632619439867,0,0.46829268292682946,0,0.9510416666666668,1,0.5895802098950522,1,0,0,0
0,0.4763966192537621,0,0.5469522240527183,1,0.2682926829268293,0,0.0,1,0.4231634182908546,1,0,0,0
1,0.5382395382395382,0,0.3953871499176276,1,0.5365853658536586,0,0.4583333333333335,1,0.36731634182908524,0,1,0,0
1,0.5011337868480725,1,0.40197693574958815,1,0.36097560975609766,1,0.9041666666666668,1,0.2297601199400301,1,0,0,0
0,0.3939393939393938,1,0.42833607907743,1,0.14634146341463428,1,0.625,0,0.20314842578710657,0,0,1,0
1,0.2290249433106577,0,0.2965403624382207,0,0.15365853658536577,0,0.1875,1,0.5071214392803598,1,0,0,0
1,0.5176252319109462,1,0.6425041186161449,1,0.5365853658536586,1,0.7083333333333335,0,0.29010494752623694,1,0,0,0
1,0.6413110698824984,0,0.42833607907743,0,0.6707317073170733,1,0.5833333333333335,1,0.12256371814092937,0,1,0,1
0,0.8878581735724591,0,0.2635914332784184,0,1.0000000000000002,0,0.19416666666666682,0,0.6934032983508245,0,1,0,1
0,0.5382395382395382,1,0.5436573311367381,1,0.36585365853658547,0,0.7916666666666667,0,0.7777361319340326,1,0,1,0
1,0.5794681508967223,0,0.4612850082372322,0,0.17073170731707332,0,0.47916666666666674,0,0.1720389805097451,1,0,0,0
1,0.5794681508967223,0,0.3789126853377265,0,0.36585365853658547,0,0.7822916666666666,1,0.05997001499250376,1,0,0,0
1,0.2743764172335601,1,0.42833607907743,0,0.19512195121951237,0,0.6041666666666667,0,0.2709895052473761,0,1,0,0
1,0.6000824572253143,1,0.42833607907743,1,0.3902439024390245,0,0.2350000000000001,0,0.3335832083958019,0,1,0,1
1,0.3048855905998762,0,0.40082372322899507,0,0.16756097560975602,0,0.3333333333333335,0,0.26574212893553195,1,0,0,0
0,0.6825396825396826,0,0.5930807248764414,0,0.5609756097560976,1,0.625,1,0.6176911544227885,1,0,0,0
1,0.414553700267986,0,0.41186161449752867,0,0.36585365853658547,0,0.25,1,0.20989505247376306,1,0,0,0
1,0.0022675736961451642,1,0.08237232289950569,1,0.24390243902439024,0,0.9791666666666665,1,0.08170914542728624,0,1,0,0
1,0.8748711605854462,1,0.6754530477759473,0,0.2682926829268293,1,0.8033333333333335,1,0.7623688155922039,1,0,0,0
0,0.04349618635332919,1,0.3789126853377265,0,0.36585365853658547,0,0.8887499999999999,0,0.43890554722638697,0,1,0,0
1,0.43516800659657795,1,0.5766062602965403,1,0.36585365853658547,0,0.35416666666666674,1,0.19790104947526244,1,0,0,0
1,0.8185941043083897,0,0.7413509060955519,0,0.673170731707317,0,0.8541666666666667,1,0.8725637181409294,1,0,0,0
1,0.3527107812822099,0,0.3789126853377265,0,0.5365853658536586,0,0.5,1,0.0903298350824584,0,1,0,1
1,0.5382395382395382,0,0.4942339373970346,0,0.5609756097560976,1,0.1875,1,0.6937781109445278,1,0,0,0
0,0.6825396825396826,0,0.4777594728171335,0,0.19512195121951237,0,0.41666666666666674,0,0.33808095952023987,1,0,0,0
1,0.43516800659657795,1,0.3459637561779242,0,0.07317073170731714,0,0.8125,0,0.33770614692653655,0,1,0,0
